age_cat,c_offense_date,ethnicity,is_recid,r_offense_date,score_text,sex
adult,2014-03-22,African-American,1,2015-11-14,Low,Male
young,2014-09-14,African-American,1,2015-09-17,Medium,Male
senior,2014-09-15,Caucasian,1,2015-04-08,Low,Male
adult,2014-02-04,African-American,1,2015-01-03,Medium,Female
young,2013-04-29,African-American,1,2015-05-18,High,Male
young,2013-01-24,Hispanic,1,2014-08-12,Low,Male
young,2013-07-18,Caucasian,1,2015-06-24,Low,Male
young,2013-03-27,African-American,1,2013-05-31,Medium,Male
adult,2014-07-05,African-American,1,2015-02-18,High,Male
adult,2014-01-03,Caucasian,1,2014-04-17,High,Male
adult,2013-07-16,Caucasian,1,2015-03-06,Low,Female
young,2013-03-14,African-American,1,2014-01-27,High,Male
adult,2013-04-14,African-American,1,2015-08-06,Low,Male
young,2013-09-23,Hispanic,1,2014-02-03,High,Male
adult,2014-06-28,Caucasian,1,2014-07-14,Medium,Male
adult,2013-11-19,African-American,1,2014-02-06,Low,Male
adult,2014-12-12,African-American,1,2015-05-12,Medium,Male
adult,2014-10-03,African-American,1,2015-02-10,Low,Male
young,2014-03-21,African-American,1,2014-07-15,Medium,Male
adult,2014-09-30,African-American,1,2015-07-25,Medium,Male
young,2013-05-05,Hispanic,1,2013-06-03,Low,Female
senior,2014-03-03,African-American,1,2014-05-02,Medium,Male
young,2013-02-05,Caucasian,1,2014-05-18,Low,Male
adult,2013-07-24,Caucasian,1,2015-12-04,Medium,Male
young,2014-09-08,African-American,1,2015-03-07,High,Male
adult,2013-01-24,Caucasian,1,2013-03-24,Medium,Male
adult,2014-10-31,African-American,1,2015-04-19,Medium,Male
adult,2013-01-08,African-American,1,2013-09-24,Low,Female
young,2013-08-09,Hispanic,1,2014-12-08,Low,Male
senior,2014-05-22,African-American,1,2014-12-01,Medium,Male
adult,2014-10-03,African-American,1,2015-09-04,High,Male
senior,2014-10-29,Caucasian,1,2015-02-09,Low,Male
adult,2013-02-13,Other,1,2014-07-08,Low,Male
senior,2013-08-04,Caucasian,1,2014-01-29,Low,Male
young,2013-03-29,African-American,1,2013-04-16,High,Male
young,2014-03-12,African-American,1,2014-07-12,Medium,Male
young,2013-11-07,African-American,1,2015-08-23,Low,Male
adult,2014-10-30,Caucasian,1,2016-01-10,Low,Female
senior,2014-11-03,African-American,1,2015-03-17,High,Male
young,2013-11-15,African-American,1,2014-05-08,Low,Male
senior,2013-08-09,Caucasian,1,2014-04-17,Medium,Male
adult,2014-02-22,African-American,1,2014-06-10,Medium,Male
senior,2013-08-08,Caucasian,1,2014-01-04,Low,Male
adult,2014-01-11,Other,1,2016-02-08,Low,Male
adult,2013-07-10,African-American,1,2015-03-03,High,Male
adult,2014-02-17,African-American,1,2014-06-08,Low,Male
young,2014-02-03,African-American,1,2015-05-15,Low,Male
adult,2013-05-02,Other,1,2013-07-25,High,Male
young,2013-10-17,Caucasian,1,2015-02-06,High,Male
adult,2013-01-22,African-American,1,2013-04-14,High,Male
adult,2014-04-12,Other,1,2014-05-23,Low,Female
adult,2013-03-22,African-American,1,2016-02-27,High,Male
adult,2013-05-20,Other,1,2013-11-27,Low,Male
adult,2014-09-15,Hispanic,1,2015-09-18,Low,Male
young,2013-10-28,African-American,1,2016-01-18,Medium,Male
young,2014-12-16,Caucasian,1,2015-12-08,High,Female
adult,2014-11-02,Hispanic,1,2015-07-17,Low,Male
adult,2014-02-24,Caucasian,1,2015-01-27,Low,Male
adult,2013-02-08,African-American,1,2013-03-19,Low,Female
senior,2013-01-31,Hispanic,1,2013-02-26,Low,Female
adult,2013-12-01,African-American,1,2014-02-03,Medium,Female
senior,2014-11-02,African-American,1,2015-07-07,Low,Male
senior,2014-04-10,African-American,1,2014-07-02,High,Male
adult,2014-06-09,Caucasian,1,2015-04-24,Low,Male
adult,2014-09-13,Other,1,2016-01-01,Low,Male
young,2014-08-05,African-American,1,2015-05-22,Low,Male
adult,2014-02-15,African-American,1,2015-01-21,High,Male
adult,2014-10-30,African-American,1,2015-03-26,High,Male
adult,2013-02-24,African-American,1,2013-04-21,Low,Male
young,2013-03-22,Hispanic,1,2013-06-19,Medium,Male
young,2014-01-14,Caucasian,1,2016-01-26,Medium,Male
adult,2014-04-18,African-American,1,2014-05-14,High,Male
adult,2014-02-07,Caucasian,1,2014-03-25,Low,Male
senior,2013-01-17,Caucasian,1,2015-03-08,Low,Male
young,2014-02-13,African-American,1,2014-07-16,Low,Male
adult,2014-11-15,African-American,1,2015-10-17,Medium,Male
young,2014-09-13,African-American,1,2014-10-21,Low,Male
adult,2013-09-13,African-American,1,2014-09-11,Medium,Male
adult,2014-11-06,Caucasian,1,2015-09-17,Medium,Male
adult,2014-12-08,Caucasian,1,2015-01-15,High,Male
adult,2013-09-28,African-American,1,2014-05-05,Medium,Male
adult,2013-01-15,Caucasian,1,2013-02-20,Low,Male
young,2013-05-05,Caucasian,1,2014-10-25,Low,Male
adult,2013-07-03,Caucasian,1,2014-06-06,Low,Male
young,2013-08-18,African-American,1,2014-08-08,Medium,Male
adult,2013-08-17,African-American,1,2014-06-07,Medium,Male
adult,2014-10-24,African-American,1,2015-03-30,High,Female
adult,2014-05-16,Other,1,2015-08-15,Low,Male
young,2014-05-06,African-American,1,2015-02-05,Medium,Male
senior,2013-04-01,African-American,1,2013-07-09,High,Male
senior,2013-10-02,Caucasian,1,2014-09-15,Low,Female
young,2014-02-22,African-American,1,2014-09-17,High,Male
young,2013-09-22,Caucasian,1,2015-04-24,High,Male
adult,2014-09-30,Caucasian,1,2016-02-06,Medium,Female
senior,2013-01-19,Hispanic,1,2013-05-03,High,Male
adult,2014-03-09,Caucasian,1,2014-11-20,Medium,Male
young,2013-04-05,African-American,1,2014-04-18,High,Male
senior,2013-06-30,African-American,1,2014-04-24,Medium,Male
senior,2013-06-04,African-American,1,2014-07-29,Low,Male
adult,2014-02-28,African-American,1,2014-09-16,Low,Female
adult,2012-12-31,Caucasian,1,2013-01-03,Low,Male
senior,2013-09-11,African-American,1,2013-10-04,Low,Male
adult,2014-07-03,Caucasian,1,2014-07-08,Low,Male
adult,2014-06-04,African-American,1,2016-02-04,Medium,Male
adult,2014-07-08,African-American,1,2014-07-15,High,Male
senior,2014-05-12,Native American,1,2014-06-02,High,Male
adult,2013-12-01,African-American,1,2014-11-07,High,Female
senior,2013-04-23,African-American,1,2013-08-08,Low,Male
adult,2014-03-19,African-American,1,2015-02-25,Medium,Female
adult,2013-12-02,Caucasian,1,2014-04-25,High,Female
senior,2013-02-20,Other,1,2013-08-22,Low,Male
adult,2014-10-20,African-American,1,2015-06-30,Low,Male
senior,2013-01-21,Caucasian,1,2015-03-27,Medium,Male
adult,2013-10-19,Other,1,2014-12-18,Low,Male
young,2013-03-06,African-American,1,2013-06-05,Low,Male
adult,2013-08-21,Hispanic,1,2014-04-01,Low,Male
young,2013-10-17,Caucasian,1,2015-11-11,Low,Male
adult,2014-02-18,African-American,1,2014-03-09,High,Male
adult,2014-12-01,African-American,1,2015-03-29,Medium,Male
adult,2013-01-18,African-American,1,2014-07-02,High,Female
senior,2012-08-22,Other,1,2014-05-04,Low,Female
adult,2014-02-28,African-American,1,2014-09-20,High,Male
adult,2013-05-05,Caucasian,1,2015-02-04,Low,Male
senior,2014-10-08,African-American,1,2015-06-19,Low,Male
adult,2014-10-04,African-American,1,2016-02-03,Medium,Male
adult,2013-03-25,African-American,1,2013-07-26,Medium,Male
adult,2011-07-02,African-American,1,2014-07-23,High,Male
adult,2013-03-22,African-American,1,2014-03-06,High,Male
adult,2014-01-29,Other,1,2016-03-08,Medium,Male
adult,2013-01-29,African-American,1,2014-08-19,Medium,Male
adult,2014-01-04,African-American,1,2014-02-14,Medium,Male
young,2014-07-20,African-American,1,2015-03-31,Low,Male
senior,2013-02-03,Caucasian,1,2013-05-18,Medium,Male
young,2013-09-20,African-American,1,2013-11-01,Medium,Male
young,2014-01-30,African-American,1,2014-07-09,Medium,Male
young,2013-05-14,Caucasian,1,2013-10-18,Low,Male
young,2014-10-12,Hispanic,1,2015-07-09,Medium,Male
adult,2013-03-11,African-American,1,2013-07-27,Medium,Male
young,2013-03-27,African-American,1,2014-07-04,High,Male
adult,2014-09-18,African-American,1,2014-11-03,Medium,Male
adult,2014-08-22,Caucasian,1,2015-03-20,Medium,Male
adult,2013-08-05,African-American,1,2013-10-11,Medium,Male
young,2014-08-21,African-American,1,2015-02-14,Medium,Male
senior,2014-01-24,African-American,1,2014-01-26,Medium,Male
adult,2014-02-08,African-American,1,2015-02-13,High,Female
adult,2014-08-14,African-American,1,2015-12-09,Low,Male
adult,2014-06-11,African-American,1,2014-10-09,Medium,Male
adult,2014-01-30,Caucasian,1,2015-09-08,High,Male
adult,2013-01-13,Hispanic,1,2013-08-07,Medium,Male
adult,2013-01-29,Caucasian,1,2013-04-25,Medium,Male
adult,2013-01-26,African-American,1,2015-05-18,Low,Male
young,2013-02-28,Caucasian,1,2013-08-08,High,Male
young,2014-12-03,African-American,1,2015-01-12,Low,Male
senior,2014-09-21,African-American,1,2015-09-18,Medium,Female
young,2014-08-06,African-American,1,2015-02-09,Medium,Female
young,2013-09-25,African-American,1,2014-01-01,Medium,Male
adult,2013-03-18,Caucasian,1,2013-11-01,Low,Male
adult,2014-01-24,Hispanic,1,2014-04-05,Low,Female
adult,2013-03-31,African-American,1,2013-12-22,Low,Female
adult,2013-08-09,Caucasian,1,2013-10-16,Medium,Female
adult,2013-12-10,Hispanic,1,2014-10-23,Medium,Female
adult,2014-01-30,Caucasian,1,2014-07-15,Low,Male
senior,2013-04-14,Caucasian,1,2013-05-03,Low,Male
adult,2014-09-28,African-American,1,2015-01-13,Low,Male
adult,2013-02-22,Caucasian,1,2015-09-27,Medium,Male
senior,2013-05-21,Caucasian,1,2014-07-06,Medium,Male
young,2014-11-11,Caucasian,1,2015-01-15,High,Male
adult,2013-01-04,African-American,1,2013-01-16,High,Male
adult,2014-04-27,Caucasian,1,2014-09-29,Low,Female
young,2013-05-31,African-American,1,2013-07-18,High,Female
adult,2014-03-03,African-American,1,2014-05-14,High,Male
adult,2014-12-13,African-American,1,2015-04-04,High,Male
senior,2013-10-12,African-American,1,2013-12-21,Low,Male
adult,2014-07-19,Caucasian,1,2014-09-10,Low,Male
adult,2013-12-28,African-American,1,2015-01-16,Low,Male
young,2013-07-20,Caucasian,1,2013-07-30,Low,Male
young,2014-04-18,Caucasian,1,2014-08-15,High,Male
young,2014-03-01,African-American,1,2014-10-25,Medium,Male
young,2014-06-21,African-American,1,2015-03-29,Medium,Male
young,2013-04-17,African-American,1,2013-06-01,Medium,Male
adult,2013-03-17,African-American,1,2014-03-27,Low,Female
adult,2014-02-13,Other,1,2016-02-22,Medium,Female
adult,2014-05-31,African-American,1,2014-07-09,Low,Male
adult,2014-07-19,African-American,1,2014-09-02,Medium,Male
adult,2013-08-26,African-American,1,2013-11-13,Low,Male
young,2014-01-03,African-American,1,2015-01-28,High,Male
adult,2012-12-28,Caucasian,1,2013-02-25,Low,Male
adult,2012-08-23,African-American,1,2014-12-30,Medium,Male
adult,2013-02-21,African-American,1,2015-04-11,Medium,Female
young,2013-11-04,African-American,1,2013-11-15,Low,Male
senior,2013-08-11,Hispanic,1,2016-03-01,Low,Male
senior,2013-12-27,African-American,1,2015-11-16,High,Male
young,2012-11-24,African-American,1,2013-09-04,High,Male
young,2013-02-16,African-American,1,2013-07-27,Medium,Male
adult,2013-11-15,African-American,1,2015-08-14,Low,Male
adult,2013-02-06,African-American,1,2013-10-17,Medium,Male
adult,2013-12-01,African-American,1,2014-05-04,Medium,Male
adult,2013-11-07,African-American,1,2014-07-25,Low,Male
adult,2014-03-27,Caucasian,1,2014-08-20,Low,Male
young,2013-11-16,African-American,1,2014-11-03,Medium,Male
senior,2013-01-20,Caucasian,1,2014-08-02,Low,Male
adult,2013-11-10,African-American,1,2014-12-12,Low,Male
adult,2014-09-04,African-American,1,2015-03-04,Medium,Female
young,2013-08-26,Caucasian,1,2013-11-10,High,Male
young,2014-02-28,African-American,1,2016-01-03,Low,Male
adult,2013-02-22,African-American,1,2013-03-03,High,Male
young,2013-01-31,African-American,1,2014-04-29,Medium,Female
adult,2013-12-25,African-American,1,2014-05-24,Low,Male
senior,2013-09-07,Other,1,2015-02-18,Low,Male
adult,2013-01-07,African-American,1,2013-03-25,Low,Male
adult,2014-11-25,Caucasian,1,2015-12-14,Medium,Male
adult,2014-10-19,African-American,1,2015-04-10,Medium,Male
senior,2013-09-10,Other,1,2016-02-17,Low,Male
young,2014-08-06,Hispanic,1,2015-10-23,Low,Male
adult,2013-04-23,African-American,1,2013-08-30,High,Female
adult,2012-08-09,African-American,1,2014-05-10,High,Male
adult,2014-03-05,African-American,1,2015-09-24,Low,Female
adult,2013-08-20,African-American,1,2015-05-10,Medium,Male
senior,2013-03-18,Caucasian,1,2013-04-13,Medium,Male
adult,2014-10-01,Hispanic,1,2015-02-02,Low,Male
adult,2014-09-22,Caucasian,1,2015-05-07,Low,Male
adult,2013-11-16,African-American,1,2016-02-24,Medium,Male
adult,2013-11-01,Caucasian,1,2016-02-28,Low,Female
adult,2014-12-07,African-American,1,2015-05-10,High,Male
senior,2014-05-05,Caucasian,1,2015-06-30,Low,Male
senior,2013-12-30,African-American,1,2016-03-19,Low,Male
adult,2013-05-06,Caucasian,1,2013-09-10,Low,Male
senior,2014-06-22,African-American,1,2016-03-06,Medium,Female
senior,2004-05-15,African-American,1,2016-02-22,Low,Male
young,2013-09-12,African-American,1,2013-11-10,High,Male
senior,2013-10-11,African-American,1,2013-10-15,Low,Male
young,2013-04-27,African-American,1,2013-04-30,High,Male
adult,2013-09-14,African-American,1,2014-09-15,Low,Male
adult,2014-02-05,African-American,1,2014-06-26,Low,Male
adult,2013-09-05,African-American,1,2016-02-18,Low,Male
senior,2014-11-27,African-American,1,2015-01-19,Medium,Male
adult,2013-09-05,African-American,1,2014-04-27,Low,Male
young,2013-09-16,Caucasian,1,2014-04-23,Medium,Male
senior,2013-11-27,African-American,1,2014-06-30,Low,Male
adult,2014-05-06,African-American,1,2014-08-23,Low,Male
adult,2013-02-26,African-American,1,2015-10-13,Low,Male
adult,2014-06-11,Caucasian,1,2015-08-16,High,Female
adult,2014-12-16,African-American,1,2015-12-28,Low,Female
adult,2012-12-18,Hispanic,1,2014-08-01,High,Male
young,2014-03-27,Caucasian,1,2014-06-05,Medium,Male
senior,2013-04-23,African-American,1,2013-10-12,High,Male
young,2013-09-13,African-American,1,2013-09-27,High,Male
adult,2014-05-14,African-American,1,2015-02-17,High,Male
young,2013-02-13,African-American,1,2013-08-19,High,Male
young,2013-10-03,Caucasian,1,2015-05-29,Low,Male
senior,2013-08-08,Caucasian,1,2013-09-11,Low,Female
adult,2014-10-26,African-American,1,2015-01-10,Medium,Male
adult,2013-03-12,Caucasian,1,2014-03-02,Low,Male
adult,2014-03-22,Caucasian,1,2015-01-06,High,Male
adult,2013-01-09,African-American,1,2013-12-11,High,Male
adult,2013-03-24,African-American,1,2013-04-14,Medium,Male
young,2013-04-17,African-American,1,2013-08-28,High,Male
adult,2013-12-05,African-American,1,2014-02-25,High,Female
adult,2013-05-13,Caucasian,1,2014-09-17,Low,Male
young,2013-07-12,African-American,1,2015-02-27,Low,Male
senior,2014-12-27,African-American,1,2015-06-02,Low,Male
senior,2014-06-30,African-American,1,2014-11-29,Medium,Male
adult,2013-01-14,African-American,1,2013-10-02,Medium,Female
senior,2014-10-02,Caucasian,1,2015-02-06,Medium,Male
young,2014-11-22,African-American,1,2015-01-21,High,Male
adult,2013-01-30,African-American,1,2013-09-19,Medium,Male
adult,2013-07-09,African-American,1,2013-10-18,Medium,Female
young,2014-12-19,African-American,1,2015-06-25,Low,Male
young,2013-05-16,African-American,1,2014-09-21,Low,Female
adult,2013-10-25,Caucasian,1,2014-10-24,Low,Female
young,2013-10-01,African-American,1,2015-12-07,Low,Male
young,2013-09-13,Caucasian,1,2015-01-07,High,Male
adult,2014-12-07,Caucasian,1,2015-01-19,Low,Male
young,2013-02-12,African-American,1,2013-08-07,High,Male
senior,2012-09-19,African-American,1,2013-06-13,Low,Male
young,2014-01-12,African-American,1,2015-05-08,Medium,Female
senior,2013-04-06,African-American,1,2014-02-11,Low,Male
young,2013-12-19,Other,1,2015-04-16,Low,Male
young,2013-08-07,African-American,1,2014-03-16,Medium,Male
adult,2013-09-07,African-American,1,2014-07-22,Medium,Male
young,2013-11-13,African-American,1,2014-07-29,Low,Male
adult,2014-01-18,Caucasian,1,2014-03-04,Low,Female
adult,2013-01-28,African-American,1,2013-04-07,Low,Male
senior,2013-05-25,African-American,1,2014-01-11,Low,Male
senior,2012-09-18,African-American,1,2013-11-14,High,Male
senior,2013-11-16,African-American,1,2014-01-09,Low,Female
adult,2013-08-29,African-American,1,2013-12-22,Medium,Male
adult,2013-10-18,Caucasian,1,2015-07-29,Low,Male
young,2014-06-12,African-American,1,2015-12-22,Medium,Male
young,2014-08-01,Caucasian,1,2015-01-29,Medium,Male
adult,2013-02-05,Other,1,2015-06-12,Low,Female
adult,2014-03-08,Caucasian,1,2014-09-04,High,Male
adult,2014-11-24,Caucasian,1,2015-06-11,Medium,Female
adult,2013-12-13,Caucasian,1,2014-05-05,Low,Male
adult,2012-01-07,Hispanic,1,2015-10-10,Low,Male
adult,2014-02-13,Hispanic,1,2015-01-17,Low,Female
young,2013-01-22,African-American,1,2013-09-26,High,Male
adult,2014-12-10,Caucasian,1,2016-03-01,Low,Female
senior,2013-01-16,Caucasian,1,2015-01-13,Low,Male
senior,2013-02-21,African-American,1,2014-01-06,Low,Male
adult,2013-12-08,African-American,1,2014-08-29,Low,Male
adult,2013-04-23,African-American,1,2013-05-13,Low,Female
adult,2014-08-15,African-American,1,2016-02-13,Medium,Male
young,2013-01-20,African-American,1,2013-04-10,High,Male
adult,2013-10-14,Other,1,2013-11-10,Low,Female
adult,2013-12-03,African-American,1,2015-08-23,High,Male
senior,2012-08-03,Caucasian,1,2015-11-20,Medium,Male
senior,2014-07-19,Hispanic,1,2014-11-23,Low,Male
young,2014-08-06,Caucasian,1,2015-05-27,Medium,Female
adult,2013-02-13,African-American,1,2014-03-16,High,Male
adult,2014-04-15,Caucasian,1,2014-06-06,Low,Male
adult,2013-02-14,Hispanic,1,2013-12-18,Medium,Male
adult,2014-08-01,African-American,1,2015-08-04,Low,Male
adult,2014-06-07,African-American,1,2014-08-27,Low,Female
adult,2013-01-12,African-American,1,2016-03-28,High,Male
adult,2013-12-04,African-American,1,2014-08-27,Medium,Male
adult,2014-04-16,African-American,1,2014-06-07,Low,Male
young,2013-12-10,African-American,1,2014-01-15,High,Male
young,2014-03-24,African-American,1,2014-09-16,Medium,Male
adult,2014-02-28,Caucasian,1,2015-04-16,Medium,Male
adult,2013-10-25,African-American,1,2015-03-30,Low,Male
adult,2013-07-03,African-American,1,2013-10-31,High,Male
adult,2014-12-09,Caucasian,1,2015-01-14,Medium,Male
adult,2014-07-03,African-American,1,2014-12-17,Medium,Male
adult,2013-01-11,Caucasian,1,2013-03-25,Low,Male
adult,2014-03-12,African-American,1,2014-03-25,High,Male
young,2013-08-29,African-American,1,2014-04-19,High,Male
senior,2014-12-04,African-American,1,2015-07-15,High,Female
adult,2013-03-22,Hispanic,1,2014-07-28,Low,Male
adult,2014-07-28,African-American,1,2015-01-27,High,Female
adult,2014-11-21,African-American,1,2014-12-08,High,Male
young,2013-03-11,African-American,1,2014-04-21,Low,Male
young,2014-11-09,Caucasian,1,2015-01-22,High,Female
adult,2013-04-19,African-American,1,2013-09-06,Medium,Male
adult,2013-04-13,African-American,1,2015-02-12,Low,Male
young,2014-01-04,Caucasian,1,2014-06-03,High,Male
senior,2013-09-21,Other,1,2013-10-07,Low,Male
adult,2012-10-29,African-American,1,2015-09-22,High,Male
senior,2014-08-11,Caucasian,1,2015-04-27,Low,Male
senior,2014-06-09,Caucasian,1,2015-05-16,High,Male
adult,2013-08-18,Hispanic,1,2014-07-20,Low,Female
adult,2013-02-07,African-American,1,2013-05-09,High,Male
adult,2013-02-16,African-American,1,2014-01-10,Low,Male
adult,2013-08-03,African-American,1,2015-10-07,Medium,Male
adult,2013-03-13,African-American,1,2013-05-15,High,Male
adult,2013-03-26,African-American,1,2013-07-11,Medium,Male
adult,2014-11-22,Caucasian,1,2015-04-02,High,Male
adult,2013-01-06,African-American,1,2014-03-11,Medium,Male
young,2014-02-25,African-American,1,2014-06-18,Low,Male
senior,2013-10-22,African-American,1,2015-12-11,Low,Male
young,2014-02-24,Hispanic,1,2014-08-13,Medium,Male
young,2014-09-09,African-American,1,2014-10-30,Medium,Male
senior,2013-08-09,Caucasian,1,2015-03-11,Low,Male
adult,2013-01-22,African-American,1,2014-05-22,Low,Female
adult,2014-10-14,Caucasian,1,2015-01-18,Medium,Female
adult,2014-04-14,African-American,1,2015-02-27,Low,Male
adult,2013-12-22,African-American,1,2014-08-14,Low,Male
young,2014-12-12,African-American,1,2015-03-10,Low,Female
adult,2013-12-10,African-American,1,2014-01-01,High,Male
young,2014-10-06,African-American,1,2015-09-08,Medium,Male
adult,2013-12-06,African-American,1,2014-02-07,High,Male
adult,2013-02-23,Caucasian,1,2013-04-25,Low,Female
young,2010-11-16,African-American,1,2015-07-02,High,Male
adult,2013-12-28,African-American,1,2014-03-25,High,Male
adult,2014-02-08,African-American,1,2014-04-25,Low,Female
adult,2013-04-27,African-American,1,2015-12-21,Medium,Male
young,2013-11-26,African-American,1,2013-12-03,High,Male
young,2014-02-09,Other,1,2014-06-05,High,Male
adult,2013-04-03,African-American,1,2015-03-11,Medium,Male
adult,2013-11-17,Caucasian,1,2014-03-11,Low,Male
young,2014-01-11,African-American,1,2015-02-06,Low,Male
young,2013-03-19,Caucasian,1,2013-11-07,Medium,Male
adult,2013-01-15,African-American,1,2013-08-07,Medium,Male
young,2013-01-21,African-American,1,2013-11-03,Medium,Female
adult,2013-08-15,African-American,1,2014-01-10,High,Male
adult,2013-08-10,Caucasian,1,2013-12-17,Low,Male
adult,2014-03-26,African-American,1,2014-05-08,High,Female
adult,2014-04-29,Caucasian,1,2015-11-08,Medium,Female
senior,2014-07-05,African-American,1,2015-10-11,High,Male
adult,2014-07-27,Hispanic,1,2014-11-08,Medium,Male
adult,2013-09-22,Caucasian,1,2013-10-16,Low,Male
adult,2014-10-29,Caucasian,1,2015-03-06,Low,Male
adult,2013-09-22,Other,1,2013-12-03,Low,Male
adult,2013-12-07,Caucasian,1,2014-11-14,Low,Male
adult,2013-02-10,Hispanic,1,2014-06-07,Low,Male
senior,2013-11-10,African-American,1,2013-11-27,Low,Male
adult,2013-09-05,African-American,1,2013-10-25,Medium,Male
adult,2013-01-09,African-American,1,2013-04-10,Medium,Male
adult,2013-11-01,Other,1,2016-02-07,Low,Male
young,2013-03-06,African-American,1,2014-06-10,Medium,Male
adult,2013-12-10,Native American,1,2014-02-20,Medium,Female
adult,2013-08-05,Hispanic,1,2014-12-10,Low,Male
senior,2013-10-29,African-American,1,2014-03-29,Medium,Male
adult,2013-03-09,Hispanic,1,2013-05-14,Low,Male
senior,2012-09-04,Caucasian,1,2014-02-17,Low,Male
adult,2014-06-25,Caucasian,1,2015-04-20,Low,Male
young,2014-02-04,Other,1,2015-05-31,Low,Male
adult,2014-08-05,Caucasian,1,2014-09-09,High,Female
adult,2014-05-31,African-American,1,2015-02-13,Medium,Male
adult,2013-03-20,African-American,1,2013-11-18,Medium,Male
adult,2013-05-15,African-American,1,2013-09-26,High,Male
adult,2014-08-05,African-American,1,2014-09-25,High,Male
adult,2013-02-17,African-American,1,2014-06-03,Medium,Male
adult,2014-08-24,African-American,1,2014-12-10,High,Male
young,2014-03-17,African-American,1,2015-02-22,Low,Female
adult,2013-05-03,Other,1,2015-01-27,Low,Male
adult,2013-02-07,Caucasian,1,2013-07-14,High,Male
adult,2014-02-18,African-American,1,2014-08-27,Low,Male
adult,2014-01-03,African-American,1,2015-06-28,Medium,Female
adult,2013-09-07,African-American,1,2014-04-26,High,Male
adult,2012-02-26,Caucasian,1,2013-02-04,Medium,Male
adult,2014-11-21,Caucasian,1,2015-10-14,Low,Female
young,2014-05-21,Caucasian,1,2014-12-02,Medium,Male
adult,2013-07-31,Caucasian,1,2015-06-28,Medium,Male
senior,2014-12-09,Caucasian,1,2014-12-13,Low,Male
young,2013-02-14,African-American,1,2013-02-21,Medium,Male
adult,2013-04-28,African-American,1,2013-05-16,Low,Male
adult,2013-03-31,African-American,1,2014-04-25,Medium,Male
adult,2014-05-07,Caucasian,1,2015-06-26,Low,Male
young,2013-02-19,Caucasian,1,2013-05-14,High,Male
adult,2013-09-14,African-American,1,2014-09-17,High,Male
senior,2014-06-11,Caucasian,1,2016-01-15,Low,Male
adult,2013-11-10,African-American,1,2014-02-21,Low,Male
young,2013-03-29,African-American,1,2013-06-17,Low,Male
adult,2014-02-07,Caucasian,1,2015-08-10,Medium,Male
senior,2013-01-15,African-American,1,2013-04-09,Medium,Male
young,2014-08-05,African-American,1,2016-02-27,Medium,Male
adult,2014-02-17,Caucasian,1,2015-03-04,Medium,Male
adult,2014-01-04,African-American,1,2015-08-07,Medium,Female
young,2013-12-26,Caucasian,1,2014-01-13,Medium,Female
adult,2013-12-27,Caucasian,1,2014-11-16,Low,Male
senior,2013-10-23,Caucasian,1,2014-02-02,Low,Male
adult,2013-02-16,African-American,1,2014-02-05,High,Male
young,2014-06-06,African-American,1,2014-07-13,High,Male
young,2014-09-16,Other,1,2015-09-15,High,Male
senior,2013-04-19,Other,1,2013-12-21,Low,Male
adult,2013-08-11,Other,1,2013-12-20,Low,Male
adult,2013-03-18,Caucasian,1,2013-04-28,Low,Female
adult,2014-10-08,Caucasian,1,2015-09-09,Low,Male
young,2014-10-02,African-American,1,2014-12-11,Medium,Male
adult,2013-04-08,African-American,1,2014-05-04,High,Male
adult,2014-10-05,Hispanic,1,2015-12-25,Low,Male
adult,2013-11-26,African-American,1,2014-06-19,Medium,Male
adult,2013-03-15,African-American,1,2016-02-14,High,Male
young,2014-03-03,Hispanic,1,2014-05-27,Low,Male
senior,2013-01-27,African-American,1,2013-12-08,Medium,Male
senior,2013-11-18,Caucasian,1,2014-12-26,Low,Male
adult,2014-01-22,African-American,1,2015-02-12,Low,Male
adult,2013-02-16,African-American,1,2014-09-12,Medium,Female
adult,2014-10-20,Caucasian,1,2016-01-28,Low,Male
adult,2013-12-02,African-American,1,2014-03-01,High,Male
adult,2014-05-26,Hispanic,1,2015-04-04,Medium,Male
young,2013-03-08,African-American,1,2015-01-03,Medium,Male
adult,2013-04-09,African-American,1,2014-01-22,High,Male
adult,2013-10-08,Caucasian,1,2014-07-22,High,Male
senior,2014-05-05,Caucasian,1,2015-10-06,High,Male
young,2013-11-18,African-American,1,2015-08-16,Low,Male
senior,2014-04-10,African-American,1,2014-04-18,High,Male
adult,2013-05-01,African-American,1,2013-06-14,High,Male
adult,2013-12-04,Caucasian,1,2014-01-21,High,Male
young,2013-09-18,African-American,1,2013-12-21,Medium,Male
young,2014-03-25,African-American,1,2015-03-06,Medium,Male
adult,2013-12-15,African-American,1,2014-04-05,Medium,Female
adult,2014-10-15,African-American,1,2015-06-09,Low,Male
young,2013-02-22,African-American,1,2013-04-25,High,Male
young,2014-06-13,African-American,1,2014-07-08,Medium,Male
young,2014-06-30,Hispanic,1,2014-07-17,Low,Male
young,2013-07-09,African-American,1,2014-06-03,Low,Male
young,2014-06-06,African-American,1,2015-05-15,High,Male
adult,2013-04-02,African-American,1,2013-05-22,Medium,Male
adult,2013-11-20,Caucasian,1,2014-05-02,Low,Male
young,2013-06-27,Caucasian,1,2014-01-30,High,Male
senior,2013-04-08,African-American,1,2013-07-13,Low,Male
adult,2014-06-12,Caucasian,1,2015-05-22,Low,Male
